,Text
10947,""" $GOOG (27%) and $FB (33%) captured 60% of $87bn in mobile ad dollars in US in 2019. Unlikely any growth in 2020,… https://t.co/UQK2CId0FB"
10948,"@emilio_gold Think they are accelerating the decline in home entertainment trend, would imagine that revenue line d… https://t.co/Vg3x5Ejg9N"
10949,"@emilio_gold Wouldn’t be surprised to see $DIS go lower, even though I have a small long position. (Smallest I have… https://t.co/SLAFMP1ijh"
10950,"@modestproposal1 Zenith Media - 2019 Programmatic Spending Trends https://t.co/vZqb6OqJop 

https://t.co/L9Czoe6bEJ"
10951,Shared some $DIS $CMCSA $CHTR work I’ve done in 2020. Welcome any feedback or Q’s. Working on $GOOG currently.
10952,"RT @Find_Me_Value: Feb 2020 post: $CMCSA (Comcast Corp) 142 slides
*members only*

https://t.co/mqW1yDOgKq (members page) https://t.co/BDAR…"
10953,"RT @Find_Me_Value: New slide deck on Charter Communications (CHTR)
Trial view of first ~ 20 slides on ""sample posts"" of site.
Full 114 pg d…"
10954,"RT @Find_Me_Value: *NEW DECK*
The Walt Disney Company ( $DIS ) - 185 pg

I welcome any feedback / conversation

https://t.co/IjDyZ3t4v7 (fr…"
10955,"@evan_lorenz This is my slide for the $GOOG deck I’m working on. Sources are eMarketer, Magna Gobal, IAB, PWC, Integral Ad Science...."
10956,2007's U.S. advertising revenues weren't surpassed until 2016 due to 2008-2009 great recession. Curious - why won't… https://t.co/EqlXYMZAgZ
10957,The potential integration and tech looks amazing for both $NTDOY and $CMCSA (read for more) https://t.co/PFXOtCLLf6
10958,Think there will be additional benefits with Nintendo area opening in Osaka Universal Park 2020/2021 $CMCSA and at… https://t.co/IADc3IBgtF
10959,"Sh*&amp;, was looking to do a deck on this next. Stock price near ATHs, +9% YTD, +27% last yr. Got to as low as $36/sh… https://t.co/Fswd2aLwQe"
10960,"Decline in estimated ad spend, IAB survey of agencies and brands. Social media ( $FB $TWTR $SNAP) &amp; search ( $GOOG… https://t.co/6QcnP1E941"
10961,"March 20, 2022 Magna Global ""Forecasts for a V shaped US Ad recovery"" (note: this is month old, my guess is things… https://t.co/gHM44qKjeH"
10962,"""The bulk of digital advertising spend comes from millions of small, local, direct advertisers spending $10,000 a y… https://t.co/CSnvGHezuM"
10963,@PeterBent @scuttleblurb I haven’t owned for a couple years +. Sold $LILA around $20/sh. One of my worst investment… https://t.co/YTMB9wWwcw
10964,"Bifurcation in the market, the ""haves"" and the ""have-nots"". What is doing well, continues. What hasn't worked, is g… https://t.co/xWsNwKnddB"
10965,"@scuttleblurb Sold $LILA as I didn’t see the top line growth, only liked VTR Chile of all assets. More competitive,… https://t.co/DkPteSPRoj"
10966,"-1% now...Last 45 days have been wild. Hard to imagine some of these moves YTD:

$MSFT +8%
$AMZN +22%
$NFLX +26%… https://t.co/MEbsIBpyve"
10967,$CHTR 8-k on COVID. Looks like things are going well. https://t.co/u2pSgxzkib
10968,Nasdaq being down &lt; 5% YTD is....something.
10969,@ballmatthew @RichLightShed @ScottPorch @DKThomp @kimmasters @loudmouthjulia You mention he also had intel/ data in… https://t.co/nxApLgXcgR
10970,@ballmatthew @RichLightShed @ScottPorch @DKThomp @kimmasters @loudmouthjulia What benefit is it that Iger would jum… https://t.co/AuZb701fBL
10971,"@ToddWenning @Kevin_Holloway @morganhousel Both DL &amp; WDW = vast majority of US visitors

WDW (Orlando) - top 5 inte… https://t.co/Z9cj25hO4J"
10972,@SouthernValue95 The dates of Form 4 for $CHTR / A/N is for the prior month. The 337.7k shares (1/8/20) were from D… https://t.co/0mrPe7MdJN
10973,"@BillBrewsterSCG $CMCSA is building their most important park - Epic Universe - in 2023-ish, a 10min shuttle from t… https://t.co/HxgGQLg2Bb"
10974,@BillBrewsterSCG $DIS &amp; $CMCSA - I think about at least less capacity until 2022+. Matters much more to $DIS busine… https://t.co/D3Ql3W8SWH
10975,$CMCSA - this makes a minimum of 2.5 months of closure. Side note - Universal Orlando makes substantially more than… https://t.co/Vi036ySseY
10976,"*This* is why they are pairing it with ESPN+(yes, no sports right now, but..) and Hulu. Their library seems thin fo… https://t.co/ThzAZ3XkM4"
10977,"With hype around D+ 50m subs yesterday (which has some question marks based on Hotstar, VZ deals), here is D+ versu… https://t.co/eayOQjvT9k"
10978,"Moffett still sees $CHTR EBITDA growth in 2020
+ cord cutting leads to broadband ARPU, margin improvement
- less HH… https://t.co/jFCWjJM57W"
10979,"For those that were wondering, looks like $CHTR repurchased ~ 0.6% of S/O in March, bringing total to around 2% rep… https://t.co/vK9fXvovuU"
10980,"Some added context, good info for both critics &amp; S/H of $DIS. The “we have 50m subs” is fortuitous timing given Ind… https://t.co/Qeyc0fwNQd"
10981,Very kind and appreciated 🙏🏼 https://t.co/eyu2YqoxRa
10982,@Biohazard3737 ?? It is a few years old so...? Will add $PYPL as well.
10983,Will try to get one out in the next 4-6 weeks. Have an old one on my site (see my profile —&gt; sample posts). Not sur… https://t.co/1VvKXNJiCD
10984,At 26.5m subs ARPU was ~ $5.50/mo so not quite free even w VZ https://t.co/5muMIRDYH7
10985,"@natstewart5 @PythiaR I can see both sides.

Product is just about the least expensive streaming product + high qua… https://t.co/MWvXiv7Q3s"
10986,"$DIS 

Said they would break even in 2024 with 60-90m subs. Already at 50m. Was 26.5YE 2019, 28.6m mid-Feb 2020. So… https://t.co/MmvqiLauaY"
10987,The stuff they are trimming in size is the same stuff I’m increasing in size. This is what makes a market. https://t.co/E3uoCzQVMw
10988,"$GOOG it is. If you own it/ don’t own it/ are short, what are your most concerned about the business (cannot say “v… https://t.co/h1aizCafjO"
10989,"RT @scuttleblurb: @BluthCapital @AndrewRangeley yes, agree, can't stand that spammy shit.  but imo the work that i, @Find_Me_Value @AndrewR…"
10990,"Airline notes: 

$DAL (Delta)
- burning &gt;$60m/day
- Q2 revenue -90%
- CARES Act $ not enough, money would be gone b… https://t.co/kzlinRc76d"
10991,Thank you 🙏🏼 https://t.co/0q9xNIXn1t
10992,Next deck - you pick:
10993,"*NEW DECK*
The Walt Disney Company ( $DIS ) - 185 pg

I welcome any feedback / conversation… https://t.co/jIwwq8Rj7s"
10994,$CMCSA - S&amp;P Global (data a couple weeks old on mkt px) https://t.co/gYxnI2j2Pb
10995,Trying to get this $DIS deck out *tomorrow / Thur*. Will cover ESPN / ABC / Sports Rights / Theme Parks / film stud… https://t.co/jy1eoVoolg
10996,"@TeamSchmand19 @The_investmentJ @KobeissiLetter I live in Houston, have many investors in the O&amp;G space. However, I… https://t.co/d64FPA6gZt"
10997,@nosolicitation https://t.co/UZEYIbVEGk https://t.co/6EgRjcQybP
10998,"Had some investors ask about future slide decks...here is a tentative list. However, I'm open to other ideas (pleas… https://t.co/Iu1uQ1soMC"
10999,@DFSgolfer23 @The_investmentJ You think Disney+ has 100m signed ups already? My guess is around 35m on first rollou… https://t.co/HHyfBnO7vB
11000,@The_investmentJ @DFSgolfer23 The goal for Disney+ as I know and have heard - they will hold pricing at $5.99/mo. f… https://t.co/8kIwG5Xvey
11001,"This would be 2.5 months at earliest based on June 1, from when they closed WDW/ DL. DIS still paying crew/ cast un… https://t.co/xXiygicGNd"
11002,"Wondering on consensus thinking here...

When will most things start to re-open again? (Restaurants, bars, theme pa… https://t.co/UUiDyOmQ4V"
11003,$DIS just released theme parks “closed until further notice” https://t.co/VQKIjp3PtV
11004,Given how much pain happened so quickly in the markets + how much has yet to be resolved + likely understated pain… https://t.co/pSqMqtnrgh
11005,... $AMZN is +3% YTD; Hard to think for many of these companies they should trade at values they did a month or two… https://t.co/DoyrA8hyvm
11006,"What fell the most has risen the most...still, ""quality"" companies have handily outperformed, on avg., the lower qu… https://t.co/8nLDx7VGb7"
11007,"@tmcmill81 @nosunkcosts ...but rather, will they (US parks) be permanently impaired (my guess: no, not after a coup… https://t.co/PnSF6DraRx"
11008,"@tmcmill81 @nosunkcosts I can see both sides. After 9/11, DIS theme parks had ~same US visitors as pre-9/11 levels,… https://t.co/XyfdIhycIX"
11009,"@nosunkcosts Realistically, international parks (Shanghai, Paris, Hong Kong) generate only 20% of theme park/experi… https://t.co/p6k30crkvV"
11010,"Just an observation - look at some of these off the lows, yet still down 30-60%. Mostly the most hit are the compan… https://t.co/AUQO6I5Imd"
11011,$CMCSA traded weak today vs. mkt. IOC postponed Olympics to 2021. Concern around $1.25bn in ad revenue receipts thu… https://t.co/NlPeeL8RWo
11012,"Do you believe current events will have an impact over the next few years, specifically as it relates to social dis… https://t.co/UxRV1xPruu"
11013,$CHTR closes $2.5bn 10/12 yr notes at 4.5%. 10 year at a slight premium. Good terms
11014,"Sticking my neck out here a little - brief notes on a few ideas $BRK $GOOG $SBUX $CMCSA $CHTR 

Side note - *slide… https://t.co/UhlihHFuOw"
11015,Assuming a 50% reduction in operating earnings from 2019 #'s + similar investment income as 2019 = $7.19/per B shar… https://t.co/lZm6tiGSLQ
11016,"Of the 43 holdings above $100m in current value, 26 of them are *down* since $BRK has purchased it. Not YTD, but do… https://t.co/e5xSUfZv5W"
11017,"Brief notes on $BRK stuff - 
Investment portfolio went from $242b (2/15) --&gt; $154b as of today. est. unrealized gai… https://t.co/8Z2UMRHKmp"
11018,$BRK - WB has been selling $WFC over last few years (323m shares owned vs. 500m E2016 AR)... +17% overall from cost… https://t.co/pRbbmwest8
11019,Wild times - $HHC is trading *below* ($35.70) Pershing Square's cost basis of $37/sh... -74% from 52wk highs. https://t.co/lSAckyicZK
11020,"@rationalwalk Would you still own $BRK if of the $125bn in cash (~$100b excess), during this time there were no acq… https://t.co/y5DXzi7cLy"
11021,"@stockthoughts81 Slowing the spreading - good, of course. But what will it take to open things back up for business… https://t.co/MBeyJaFnjX"
11022,No surprise here - IOC looking to postpone July 24 Tokyo Olympics. “Cancellation is not on the table”. NBC already… https://t.co/SkyipgCSPD
11023,"@FundyLongShort @newthrash @BarbarianCap To me, looks like Weschler will be the investment portfolio manager, and C… https://t.co/CtUOBmMGXd"
11024,"S&amp;P 500 -15% last 5 days....

Who knows when there will be a bottom. Plenty of bad news will come out over the next… https://t.co/9JZttHibKv"
11025,"$CCL Carnival 8-k: ""US net loss of $781m in Q1 2020, vs Q1 2019 $336m. Q1 2020 includes $932m goodwill and ship imp… https://t.co/0W5NRmsKMl"
11026,@stockthoughts81 @buyingvol @nachkari $CHTR - this? https://t.co/Bvdj7c1dxF
11027,@HotRockCapital NFL got around $6.4bn in network contract revenues. Networks got around $5bn in advertising revenue… https://t.co/egqEDjPZDT
11028,"Why wouldn't $AMZN eventually bid for rights to NFL, bundle it with Amazon Prime?"
11029,"$LSXMA $BATRA $FWONA 8-k yest: ""fully repaid $LYV margin loan using a portion of cash on hand. Margin loan of $130m… https://t.co/XhPcwYTcJO"
11030,"$T - down 17% YTD, off 26% from 52wk high
8-k: canceling the $4.0bn repurchase agreement with Morgan Stanley due to… https://t.co/mFgKYdhGFZ"
11031,"$DIS By YE2020 ESPN will have lost about 20% of subscribers since peaking in 2011. Yet, due to affiliate fee increa… https://t.co/i6cU3kXtNT"
11032,$DIS likely up on proposed debt offering + Moody's A2 rating. They had $6.8bn in cash E2019 + $12.25bn revolver w/… https://t.co/xZU5Flqtd9
11033,"$DAL 8-k: ""revenue for March down $2bn YoY, April even more. Making 70% systemwide pullback, international reduced… https://t.co/IKsUXSH5l1"
11034,"$F 8-k: "" 6 month payment relief on new cars, drawing on 2 credit lines for $15.4bn, suspending dividend, withdrawa… https://t.co/cxWrXD8dAp"
11035,"$DIS 8-k: ""the impact from COVID-19 are affecting our business: theme parks closed, suspended theatrical releases,… https://t.co/oQanCY3jbn"
11036,"Serious Q - the sooner things get normalized, the better. What will it take for America / the world to open back up… https://t.co/QmVLCagokm"
11037,Not investment advice. $DIS fairly speculative here. No sports + theme parks closed largely outweigh any positives… https://t.co/iRBHtg2ssZ
11038,"Added substantially to $BRK - cash pile gets put to work, buybacks, pref deals, time to ""be greedy when others are… https://t.co/MUxPmVpyvW"
11039,@LibrarianCap @ChrisPe23936320 The business is different than that time period. It wasn't until 2009/2010 that cabl… https://t.co/OOqgRsHqje
11040,"1.5 months ago. -35% from highs. Impact on advertising, hard to see people cancelling home broadband in these times… https://t.co/EFJdvBd5gf"
11041,"3 weeks ago; 70% of business is cable. ""Cord cutting"" is net positive on margins, FCF. Theme parks closed will have… https://t.co/N6pYiuQB3u"
11042,"Non-coronavirus / regular business concerns in owning $DIS - am I missing anything else? Thx for input. (2 slides,… https://t.co/lUCVDY03Qu"
11043,"$AMZN down 2% YTD....despite the bloodbath, quite impressive."
11044,Greatest concerns / reasons for not owning $DIS stock ($95/share) ?  cc: @ballmatthew @RichLightShed
11045,@LibertyRPF Well...I put in a limit order and it’s not being filled here so....? $CHTR I would take it at $350.
11046,Am I missing something here? $CHTR https://t.co/e4XlPMSLEm
11047,"Why wouldn't $CMCSA just put Trolls directly on Peacock? ""Trolls World Tour"" release date April 10th. Peacock rollo… https://t.co/C88MU7StTW"
11048,"@QuisitiveInvest @IceburghCapital Agree, the ER doc's I spoke to are all HNW investors with me. I'm hearing from th… https://t.co/to6Vh1Su06"
11049,"Think the reality for $DIS is similar to many /if not most companies I'm looking at - the sooner things stabilize,… https://t.co/vpVDt0dFqZ"
11050,"..cable networks. Rather, a combo of theme park strength w/ film IP, Disney+ (sub + pricing power), Hulu/ESPN+ redu… https://t.co/bmd0QKks2D"
11051,Working on getting a $DIS deck out this week (peaked my interest falling from $153 --&gt; $93) but... I have no answer… https://t.co/lsmiuaTE5p
11052,"Spoke to Houston area ER doctors at atleast 5 major hospitals. What they’ve said...if you aren’t short of breath, d… https://t.co/Ke3CqqZeVp"
11053,"As you analyze companies right now, thinking about earnings power over the next few years+, how does this current s… https://t.co/FhZG17PYbT"
11054,😳 https://t.co/ni3sTdcltI
11055,"@borrowed_ideas (c) business is losing ~ $3.5bn currently; estimated break even around 60-90m Disney+ subs, 1/3 in… https://t.co/qkmfLBmZZG"
11056,"@borrowed_ideas In other words, had no interest in $DIS until got around $90-$100/sh...from $90/share, it could dou… https://t.co/76i6OHAxrA"
11057,"@borrowed_ideas Most of the issues came down to (a) cable networks, (b) short term issues w parks, cruises, studio… https://t.co/YE4eycIGSq"
11058,"Overview on $DIS businesses from Coronavirus (3 slides - Media networks, theme parks/cruises, film studio) - realis… https://t.co/OYt1KfDtF7"
11059,"@RichLightShed @WaltDisneyWorld @Disneyland @DisneylandParis Parks, Experiences, Products = $1.9bn in FCFF, so esse… https://t.co/apO5GkCvAS"
11060,"@RichLightShed @WaltDisneyWorld @Disneyland @DisneylandParis Based on ~90 days in period, assuming 100% of SG&amp;A ope… https://t.co/eGdSbaIGQg"
11061,$DIS - will cord cutting accelerate if there are no live sports on TV? I imagine it may put more pressure on the Pa… https://t.co/ztlcanwg0r
11062,"@RichLightShed @WaltDisneyWorld @Disneyland @DisneylandParis 1. Annual pass holders (FLA res., otherwise) still pai… https://t.co/MUcwkrZHNG"
11063,"@PythiaR $CMCSA (fwiw - own both CMCSA / CHTR)... ""Coronavirus adjusted #s (Credit Suisse): 7x ‘20e EV/EBITDA and 1… https://t.co/KMM1VzujJE"
11064,"@ErnestWongBWM Yes, don’t think they’d get approval honestly $BRK $LUV"
11065,Odds $BRK announces a *major* acquisition (&gt; $30bn) or deal in the next 60 days.....
11066,$DIS at 5 year lows....
11067,"@RichLightShed Give it 5 years and the stock will likely double from here ($93/sh). Debt down, share repurchases ba… https://t.co/w1K44djvtd"
11068,"Pricing Power on display - $DIS Orlando &amp; Cali theme parks
 - Disneyland 2000-2019 ticket px ~3x, attendance +37%
-… https://t.co/zvwZaP9jOz"
11069,"$DIS - Any updated thoughts on the Iger early ""retirement"". He said 2021 would be his year (less than a year ago),… https://t.co/CluzLfC0Se"
11070,"@BwkCapital $CMCSA mentioned insurance would cover their costs. So it would be break even, but no profits from it."
11071,"@OswaldValue I think both will happen, actually. I think this will definitely impact employment #'s. This could push US into recession."
11072,"Ad $ will get impacted, Olympic overhang (but they have insurance on costs), theme parks getting hit. $CMCSA as a w… https://t.co/RW74WYWx5k"
11073,"...Market could go lower (uncertainty, lack of trust in gov't, concern over unknown)...but plenty of companies look… https://t.co/sOI9R6EsrY"
11074,"...or more. Things may get worse, or much worse, before things get better. With the virus, confidence, spending, th… https://t.co/QEL8EUalhA"
11075,"Having a hard time not getting excited about some things in the market currently. 

No opinion on Coronavirius, no… https://t.co/EA8pXG7687"
11076,Houston Rodeo (which began March 3) has been cancelled due to Coronavirus. They typically have about 2.5m + visitor… https://t.co/xYTvNX12MK
11077,Margin expansion + new CEO + repurchased 20% of S/O last 3 years finally paying off.... https://t.co/drzRLXtN73
11078,@FundyLongShort Whats their explanation? $DIS
11079,$DIS ? - Dead money for last 5 years... https://t.co/dQ2bCxWI8K
11080,"Well, that was sort of quick...

$WFC down 28% YTD (back to early 2013 levels)
$JPM -18% YTD (end 2017 levels, not… https://t.co/SZmdN1wk8N"
11081,@AgnosticCapital @MasaSonCap True; engagement will be the key. Helps they have great distribution model. But still… https://t.co/JqS4xdIvfh
11082,"@MasaSonCap They are giving it to:
CMCSA video subs (20m)
CMCSA broadbands only subs/ Flex (~9.5m)
Cox subs (6m)
Ev… https://t.co/KflywiMAds"
11083,This is also very beneficial for all cable - adds more value to their broadband offering. Doubt $CMCSA offers premi… https://t.co/q3c6KHGxbu
11084,"Once $CHTR adds Peacock ""Premium"" vs free (its mutually beneficial for cable ops to work with $CMCSA), total distri… https://t.co/xAyxtHs6e1"
11085,Didn't touch base much on Peacock w/ $CMCSA deck (will add it in at some point) - but I think it's quite possible C… https://t.co/lJpyKUBXz6
11086,$CMCSA Coronavirus impact. 70% of business unaffected. https://t.co/ODEjNATgEz
11087,@i_know_n0thing As of now from Feb 28 - Mar 15 Universal Japan closed $CMCSA  https://t.co/N9UVWeNm56
11088,"@eddie_harwood Think $DIS &amp; $CMCSA US parks will see impact in LA area (Jan 2020 LA airport traffic down 1%, bet Fe… https://t.co/uzl1zK0N0F"
11089,"Asked multiple staff members (entrance / exit count) attendance current vs. a month ago, vs. historical. All said n… https://t.co/7Kj9h9OXYW"
11090,"#duediligence w/ the family. Very packed, no masks. Almost no masks in Houston or Orlando airports. Universal Orlan… https://t.co/ivYEPBUul4"
11091,@chaficp https://t.co/BQzWSZEZ2x
11092,"@17thStCap I think current multiples are low, my numbers may be low. Still, at 16x you’re around 60% total return.… https://t.co/w9h8GXkgzd"
11093,I expect $CMCSA to generate around $3.69/sh. in FCFE in 2023. (I use current yr FCFE + prior year S/O given repurch… https://t.co/c2x3YD5MHB
11094,"Will add more on Peacock and SKY soon as well.... $CMCSA

All feedback welcomed"
11095,"Feb 2020 post: $CMCSA (Comcast Corp) 142 slides
*members only*

https://t.co/mqW1yDOgKq (members page) https://t.co/BDARFbnlvb"
11096,Not investment advice - but I'm buying $CMCSA here. https://t.co/SRwCT1yf7T
11097,@ErnestWongBWM @CaffeinatedInv1 @phoenixvalue Here's my quick pitch on $CHTR from the deck https://t.co/SQOZjMYQQu
11098,@ErnestWongBWM @CaffeinatedInv1 @phoenixvalue Thx Ernest. @CaffeinatedInv1 did a deck last month on $CHTR. If inter… https://t.co/gJBEMkHtM4
11099,Likely to get this deck out today - $CMCSA looks interesting here. &lt;14x FCFE/sh. '20 #'s. 2021 = buybacks resume ($… https://t.co/cpkT8Lnqqq
11100,"@ballmatthew Given the market share gains by Universal + arguably as relevant IP, how do you compare Universal Stud… https://t.co/gchFxNSq5c"
11101,"@PriceMinusValue Short term issues, similar to what they are seeing at Universal Japan (which they’ll prob announce… https://t.co/V7mKg8n7N3"
11102,"As I finish up this $CMCSA deck, please let me know if I need to adjust my #s due to canceling home broadband due to the Coronavirus."
11103,"@max02050 @BeckyQuick For reference $BRK “one outperforming, one trailing by a little” 2019 https://t.co/YxuPUbkhHM"
11104,"@max02050 @BeckyQuick My guess is both are trailing or are close to S&amp;P, if you look at just the equity portfolio,… https://t.co/b0S0ciyt3K"
11105,"Anecdotal - heard $GOOG paying quite a bit to get personnel in industry from $MSFT and other cloud players, such as… https://t.co/xBzZKM9z3i"
11106,"For reference, $BRK 2019 range was $195 - $220/share on B shares. https://t.co/YS5tNVDjHm"
11107,$BRK 2019 AR on share repurchases: purchased about $5bn in 2019 as share price was “modestly favorable at times”… https://t.co/iti5S7xGZT
11108,"$CMCSA - Financial mix. Cable  = 67% of FCFF, growing mid-teens %. 

Have some follow up calls today, deck on CMCSA… https://t.co/Fanywcq16n"
11109,Harry Potter was incredible for $CMCSA Universal. Attendance from yr prior - year after + 11.3m at Universal parks… https://t.co/YvPJZrZdmZ
11110,"@MasaSonCap I agree on the conglomerate discount, same for $BRK, etc. - just noting that it looks a bit cheap here… https://t.co/AQUDapnz5q"
11111,"Yes, theme parks only 8% of EBITDA, but next 5 years I'd bet EBITDA will almost double w/ Beijing (2021), Nintendo… https://t.co/MKMa2EtYAd"
11112,"$CMCSA - If cable valued at 10x EBITDA / 18x FCFF (post-tax) assuming take on of all debt, NBCU Theme Parks valued… https://t.co/Z6jrZVdi6l"
11113,@ballmatthew @modestproposal1 Hard to believe overall (unless co’s mask streaming service subs w/ Pay TV losses). L… https://t.co/4zkUDFDut4
11114,@RichLightShed @scottyballs5 35-40% gross margins on video (video revenues - programming costs) for $CMCSA and… https://t.co/YoBkuww2yg
11115,"Klarman's top holding (&gt;13% US longs), added ~ 20% to it in Q4 2019. I've beaten my head on this, even owned it bri… https://t.co/g8kptehqsj"
11116,@Mike_Allison33 Thank you; any specific names?
11117,Four large US cable companies with all very different strategies - working through $CMCSA $ATUS $CABO &amp; telco. Adde… https://t.co/nH7d7choFC
11118,"Trying again larger.  3/3 $TSLA #ElonMusk 

Nobody expresses it better than Joan McCullough https://t.co/CeTUdlCbYC"
11119,Trying again larger 😀 Part 2/3 $TSLA #ElonMusk https://t.co/Y8eEkctCca
11120,Trying again...larger 😀.  part 1/3 $TSLA #ElonMusk https://t.co/0O94BFJTlz
11121,Nobody expresses it better than Joan McCullough.  $TSLA @elonmusk https://t.co/cprfZCglTZ
11122,"Dear @elonmusk @TSLA, More Boring Bonehead Questions https://t.co/yohjj7FQfj"
11123,"Congrats Heather and Adam!!!
Podcast Playlist: iHeartMedia Orders Slate of YA Projects From Einhorn's Epic Producti… https://t.co/yn5RfL0OoG"
11124,"Dear @elonmusk, Silence. https://t.co/7mzud757ZM"
11125,@elonmusk @zerohedge @elonmusk #Tesla  #TSLA @zerohedge https://t.co/DrMk9SWjlf
11126,"How many solar panels are still defective and could cause fires? @Tesla should
immediately notify the people who li… https://t.co/ixNMRyBMvA"
11127,"If @Tesla wants to save the human species, it should pay more attention to the
safety of its own customers. You sho… https://t.co/Qo3ugMCyAX"
11128,I want to thank @elonmusk for the shorts. He is a man of his word!  They did come with some manufacturing defects.… https://t.co/SnQ7PQnKh9
11129,@cate_long    I don’t. 😄
11130,"@tradenator I don't tweet about the market.  Thx for the nice note, though"
11131,"@Joebtracy Yes. When you jam and lose, you go look for dinner and think about the offseason."
11132,"Well nothing went right today. Lost a lot with aK on a K368q board to k3.  Then 3 bet jammed with qQ got called by 99, who hit a set. Ugh"
11133,Went down to 21k after being bluffed and then turning 2 PR vs a set. Came back turning a set of my own. 33k. 2nd break.
11134,First break lost a tough hand with aK vs Aq on AxxxQ board. 38k
11135,"#wsop today! I'm playing for @WelcomingUSA working to build #inclusive communities for all, including immigrants &amp; refugees. #WelcomingCity"
11136,"I got all my chips in very good. But, back luck hit.  That was a good tourney.  Sorry to go. #SHRBowl #cityyear"
11137,We are down to 14.  Two tables. I'm moving to the TV table.  925k still
11138,Lost a number of small pots. Bad cards no flops....until flopping bottom set and doubling up 900k. level 15 ending
11139,Day 3 starting. 685k which is 10th out of 19.  No TV table to start so you can all concentrate on your day jobs 😄😄.  #cityyear
11140,@realcharder30 Day 3.  Starting 685k which is 10 out of remaining 19 players.  Not at the tv table so you all can c… https://t.co/d11yme9dsE
11141,A brutal level. I kept getting AK and it didn't turn out well.  Finished with 685k.  Plenty of chips to compete for #cityyear tomorrow
11142,"End of level 13.  Some ups and downs and more chips at risk than before. 1,025,000.  table got tougher.  1 level to go tonight."
11143,Next level 959k.  Running good. Having fun
11144,Running strong.  Next break 830k!!!
11145,Good level. Still getting some cards...unlike yesterday.  Lost a couple small flips.  But overall good spot. 710k
11146,Great level.   Cards cards cards!!! And a bluff.  And a plug for my daughter!  And a bigger plug for #cityyear.  630k!!! 😄
11147,1st break. 400k.  Nothing good
11148,Just about to start day 2.  I'm on the TV table.  30 minute delay.  So broadcast starts in half and hour #cityyear #SHRBowl #me-vs.-talent
11149,Proud to partner with @cityyear to help students get along better and reach for their dreams. Playing for them today at #SHRBowl on Day 2
11150,After getting ground down....good cards and missing missing missing. I finally turn a flush on second last hand and win vs a set. 483k nite!
11151,End of level 6. Won a decent pot against the star.  386 K.  One more to go tonight.
11152,Chipped down. But limited the damage. Still playing well.  Would be nice to hit a hand.  Didn't happen that level. 365k after 5 levels
11153,"Nice level.  Won a few good hands. Good image, playing well. 430k"
11154,3rd break.  Finally won a good pot on the last hand of the level.  $345k
11155,"Second break.  Lost a hand, won. Hand. 301k.  Playing tight. #SHRBowl"
11156,First break.  Played very few hands. One well took me to 330K...1 bad flop and back to 305k.  Started at 300k.  Early going
11157,Starting now.  #SHRBowl    Let's have a good game and win some for #cityyear https://t.co/xPRWb3krAe
11158,#SHRBowl   Starts tomorrow afternoon.  Bringing back my red jacket #cityyear. !!
11159,Poker time! Every day @cityyear shows up for kids &amp; helps them succeed. I'm Competing in #SHRBowl to help more students &amp; schools. Game on!
11160,"@nofalsehoodsplz you don't need to.  You get 1 div share for every share you own.  If you just hold both, you'd be in the same place."
11161,RT @EinhornTrust: Thanks @LeapofReason! https://t.co/1mH8bJPPBz
11162,@MaraJams    Thank You!  They are. Call my office 212 973 1900 and we will retrieve them.
11163,Thank you @FacingHistoryNY for such a great night and for helping students become upstanders https://t.co/gsBZYRc7HQ
11164,Out of fumes and out of chips. The fun ends. Time to go home. 😭
11165,Extra life is shortish. On fumes. AQ loses to Q7s on an A flop against an eventual flush. 12k.  Time to make a move 😩
11166,All In with JJ vs QQ. A jack flops! I double up. Living on a borrowed life 170k
11167,All done. 114k.  Try some more starting noon.
11168,Nice solid level.  85k. We will play 1 more hour tonight.
11169,At the break 45k
11170,5 hands later flop a set of 9s from the blinds and pay off runner runner flush. 48k
11171,"I flop top set of jacks. The turn is an A.  It get in and I double someone up, when he has AA."
11172,"Crazy round.  I went down to 25k. As the deck remained icy.  Then it turned my way.  And when it turned, it really turned. 170k dinner"
11173,"Went almost the whole level without winning a pot post flop. Zero cards, zero flops. 86500.  Hanging and waiting."
11174,No cards.  Patience.  114k.  First break.
11175,"Paid off QQ vs my ak.  All done. 128,400.  Good night. Back on Wednesday 😄😄"
11176,Just folded J♥️J♦️after getting 3b by AA and 4 bet by KK.  Lost just 1300. 158k with 20 min to go
11177,Hit a flush and busted a short stack who had pocket aces. 145k
11178,End of level 4. 110k. Like my new table.
11179,I hero folded A♦️K♦️ after 3 betting 3500. Followed by a 4 bet 10500 from A♣️K♣️ and a 5 bet from A♥️A♠️. Running well and playing well 118k
11180,To clarify: villain was all in. I had 25k more. 😄😄😄
11181,Last hand b din.  I raise 800 from cut off with 10-8d Raiseto 2200. I call. Flop 972 flush draw. Get it all in vs 97. Turn 2 River 10 105k
11182,Second break. 64k.
11183,"Down to 44k, I made a move doomed to fail, then sucked out on the river. 63k"
11184,First break. Cards meh. Bracelet winner on my left.  49k.  Long ways to go.
11185,Game time.  Starting equipment!  Ready for fun. @WelcomingUSA https://t.co/yKnZRI424t
11186,Oh my.  I busted.  My KQ ran into 77 on a k-10-7 flop.   Try the main event on Monday.  Too bad. Played well vs great players.
11187,1430000 at the second break.  Not exactly able to exhale.  But quite alive.
